"","this_player","min_age","max_age","num_years","num_teams","pts_prime","max_avg_pts"
"105.322","Leo Klier",25,26,1,1,25,"7.4"
"105.325","Herm Klotz",26,26,0,1,26,"1.4"
"105.328","Duane Klueh",24,25,1,3,24,"10"
"105.331","Lonnie Kluttz",25,25,0,1,25,"0"
"105.334","Billy Knight",22,32,10,7,23,"28.1"
"105.337","Bob Knight",25,25,0,1,25,"3.5"
"105.339","Brandin Knight",23,23,0,1,23,"0"
"105.342","Brandon Knight",20,25,5,4,24,"19.6"
"105.345","Brevin Knight",22,33,11,10,30,"12.6"
"105.348","Negele Knight",23,31,8,8,26,"Did Not Play (other pro league—Switzerland)"
"105.351","Ron Knight",23,24,1,1,24,"5.2"
"105.354","Toby Knight",22,26,4,2,24,"Did Not Play (injury—knee)"
"105.357","Travis Knight",22,28,6,3,23,"6.5"
"105.360","Lee Knorek",25,28,3,2,25,"7.8"
"105.363","Dick Knostman",22,22,0,1,22,"2.6"
"105.366","Rod Knowles",22,22,0,3,22,"1.1"
"105.369","Bart Kofoed",23,28,5,5,28,"Did Not Play (other pro league—Belgium)"
"105.373","Don Kojis",25,36,11,6,30,"22.5"
"105.376","Milo Komenich",29,29,0,1,29,"9.9"
"105.379","Howard Komives",23,32,9,5,25,"15.7"
"105.382","Jon Koncak",22,32,10,2,22,"8.3"
"105.385","Tom Kondla",22,22,0,3,22,"3.4"
"105.388","Bud Koper",22,22,0,1,22,"4.6"
"105.391","Joe Kopicki",22,24,2,2,22,"3.9"
"105.394","Furkan Korkmaz",20,20,0,1,20,"1.6"
"105.396","Frank Kornet",23,24,1,1,23,"2"
"105.399","Luke Kornet",22,22,0,1,22,"6.7"
"105.402","Yaroslav Korolev",18,19,1,1,19,"1.2"
"105.404","Kyle Korver",22,36,14,6,25,"14.4"
"105.407","Tony Koski",22,22,0,1,22,"1.2"
"105.410","Len Kosmalski",23,24,1,2,24,"2.2"
"105.413","Andy Kostecka",27,27,0,1,27,"6.4"
"105.416","Harold Kottman",24,24,0,1,24,"3.1"
"105.419","Kosta Koufos",19,28,9,6,23,"8"
"105.422","Tom Kozelko",22,24,2,2,22,"2.9"
"105.425","Ronald Kozlicki",23,23,0,1,23,"2.9"
"105.428","Arvid Kramer",23,23,0,1,23,"2"
"105.431","Barry Kramer",22,27,5,5,22,"Did Not Play"
"105.434","Joel Kramer",23,27,4,1,23,"5.9"
"105.437","Steven Kramer",23,25,2,3,24,"14"
"105.440","Dan Kraus",25,25,0,1,25,"1.6"
"105.443","Herb Krautblatt",22,22,0,1,22,"1.3"
"105.446","Viacheslav Kravtsov",25,26,1,2,25,"3.1"
"105.448","Jim Krebs",22,28,6,2,26,"10"
"105.451","Wayne Kreklow",24,24,0,1,24,"1.2"
"105.454","Tommy Kron",23,26,3,3,24,"9.7"
"105.457","Tom Kropp",22,23,1,2,23,"3.3"
"105.460","Nenad Krstic",21,27,6,4,23,"16.4"
"105.462","Larry Krystkowiak",22,32,10,8,24,"Did Not Play (other pro league—France)"
"105.465","Steve Kuberski",22,30,8,4,23,"9.3"
"105.468","Leo Kubiak",22,22,0,1,22,"11.5"
"105.471","Bruce Kuczenski",22,22,0,4,22,"2.8"
"105.474","Frank Kudelka",24,27,3,6,26,"9.3"
"105.477","John Kuester",22,24,2,3,22,"4.8"
"105.480","Ray Kuka",25,26,1,1,25,"5.2"
"105.483","Toni Kukoc",25,37,12,5,32,"19.7"
"105.485","Kevin Kunnert",22,30,8,5,24,"12.9"
"105.488","Terry Kunze",24,24,0,1,24,"5"
"105.491","Mitch Kupchak",22,31,9,3,23,"Did Not Play (injury—knee)"
"105.494","C.J. Kupec",23,25,2,2,24,"4.7"
"105.497","Rob Kurz",23,23,0,1,23,"3.9"
"105.500","Ibo Kutluay",30,30,0,1,30,"0"
"105.502","Kyle Kuzma",22,22,0,1,22,"16.1"
"105.505","Ognjen Kuzmic",23,24,1,1,24,"1.3"
"105.507","Mindaugas Kuzminskas",27,28,1,1,27,"6.3"
"112.36","Skal Labissiere",20,21,1,1,20,"8.8"
"112.39","Reggie Lacefield",23,23,0,1,23,"3"
"112.42","Edgar Lacey",24,24,0,1,24,"5.1"
"112.45","Sam Lacey",22,34,12,6,25,"14.2"
"112.48","Bob Lackey",23,24,1,1,23,"6"
"112.51","Fred LaCour",22,24,2,2,23,"7.8"
"112.54","Wendell Ladner",22,26,4,6,22,"17"
"112.57","Christian Laettner",23,35,12,7,23,"18.2"
"112.60","Oliver Lafayette",25,25,0,1,25,"7"
"112.63","Raef LaFrentz",22,31,9,5,25,"14.9"
"112.66","Tom LaGarde",22,29,7,5,25,"Did Not Play (other pro league—Italy)"
"112.69","Bill Laimbeer",23,36,13,3,27,"17.5"
"112.72","Pete Lalich",26,26,0,1,26,"0"
"112.75","Bo Lamar",22,25,3,5,23,"20.9"
"112.78","Doron Lamb",21,22,1,3,22,"3.6"
"112.81","Jeremy Lamb",20,25,5,2,25,"12.9"
"112.84","John Lambert",23,29,6,4,27,"5.4"
"112.87","Jeff Lamp",22,29,7,7,26,"Did Not Play (other pro league—Italy)"
"112.90","Maciej Lampe",18,20,2,5,18,"4.6"
"112.92","Jim Lampley",26,26,0,1,26,"3"
"112.96","Sean Lampley",23,24,1,2,23,"4.8"
"112.99","Carl Landry",24,32,8,6,26,"18"
"112.102","Marcus Landry",24,24,0,3,24,"2.6"
"112.105","Mark Landsberger",22,28,6,4,24,"8.4"
"112.109","Jerome Lane",22,26,4,5,24,"7.5"
"112.112","Andrew Lang",22,33,11,8,29,"12.9"
"112.115","Antonio Lang",22,27,5,6,23,"2.8"
"112.118","James Lang",23,23,0,1,23,"1"
"112.120","Trajan Langdon",23,25,2,1,24,"6"
"112.123","Keith Langford",24,24,0,1,24,"1"
"112.126","Dan Langhi",23,26,3,5,26,"3.5"
"112.129","Bob Lanier",22,35,13,3,23,"25.7"
"112.132","Stu Lantz",22,29,7,6,24,"20.6"
"112.135","Nicolas Laprovittola",27,27,0,1,27,"3.3"
"112.137","York Larese",23,23,0,3,23,"5.4"
"112.140","Shane Larkin",21,25,4,5,23,"Did Not Play"
"112.143","Rusty LaRue",24,30,6,5,26,"Did Not Play (other pro league—Russia)"
"112.146","Rudy LaRusso",22,31,9,3,30,"21.8"
"112.149","John Laskowski",22,23,1,1,22,"9.2"
"112.152","Stephane Lasme",25,25,0,3,25,"5.5"
"112.155","Dave Lattin",24,29,5,5,28,"Did Not Play"
"112.158","Priest Lauderdale",23,24,1,2,24,"3.7"
"112.161","Rich Laurel",23,23,0,1,23,"2.4"
"112.164","Harry Laurie",26,26,0,1,26,"1.4"
"112.167","Walt Lautenbach",27,27,0,1,27,"4.3"
"112.170","Joffrey Lauvergne",23,26,3,5,24,"7.9"
"112.172","Tony Lavelli",23,24,1,2,23,"8.8"
"112.175","Zach LaVine",19,22,3,2,21,"18.9"
"112.178","Bob Lavoy",24,27,3,4,25,"10.3"
"112.181","Acie Law",23,26,3,6,25,"6.2"
"112.184","Gani Lawal",22,22,0,1,22,"0"
"112.187","Edmund Lawrence",28,28,0,1,28,"4"
"112.190","Jason Lawson",23,23,0,1,23,"1.5"
"112.193","Ty Lawson",22,29,7,5,26,"17.6"
"112.196","Jake Layman",22,23,1,1,22,"2.2"
"112.199","Mo Layton",23,29,6,7,23,"Did Not Play"
"112.202","T.J. Leaf",20,20,0,1,20,"2.9"
"112.205","Manny Leaks",23,28,5,9,24,"18.8"
"112.208","Hal Lear",22,22,0,1,22,"1.3"
"112.211","Allen Leavell",22,31,9,1,25,"14.8"
"112.214","Jeff Lebo",23,23,0,1,23,"1.5"
"112.217","Eric Leckner",22,30,8,8,24,"Did Not Play (other pro league—Italy)"
"112.220","Ricky Ledo",21,22,1,3,22,"7.4"
"112.222","Butch Lee",22,23,1,4,22,"11.5"
"112.225","Clyde Lee",22,31,9,5,23,"11.9"
"112.228","Courtney Lee",23,32,9,8,24,"12.5"
"112.231","Damion Lee",25,25,0,1,25,"10.7"
"112.235","David Lee",25,26,1,2,25,"6.9"
"112.238","David Lee",22,33,11,6,26,"20.2"
"112.241","Dick Lee",NA,NA,NA,1,NA,"0"
"112.243","Doug Lee",27,30,3,3,27,"Did Not Play (other pro league—Croatia)"
"112.247","George Lee",24,31,7,3,24,"Did Not Play (coach—assistant coach)"
"112.250","Greg Lee",23,24,1,2,23,"3.6"
"112.253","Keith Lee",23,26,3,3,23,"Did Not Play (injury—leg)"
"112.256","Kurk Lee",23,23,0,1,23,"1.4"
"112.260","Malcolm Lee",21,24,3,3,22,"Did Not Play"
"112.263","Rock Lee",26,26,0,1,26,"1"
"112.267","Ron Lee",24,29,5,5,25,"12.2"
"112.270","Russ Lee",23,25,2,2,25,"4.3"
"112.273","Ed Leede",22,23,1,1,22,"8.9"
"112.276","Hank Lefkowitz",23,23,0,1,23,"2.1"
"112.279","Tim Legler",23,33,10,9,26,"Did Not Play (other pro league—USBL, CBA)"
"112.282","George Lehmann",25,31,6,9,26,"18.9"
"112.285","Walt Lemon, Jr.",25,25,0,1,25,"3.4"
"112.288","Alex Len",20,24,4,1,22,"9"
"112.291","Voshon Lenard",22,32,10,5,29,"14.3"
"112.294","Leary Lentz",22,23,1,3,22,"10.7"
"112.297","Gary Leonard",22,24,2,2,24,"2"
"112.300","Kawhi Leonard",20,26,6,1,25,"25.5"
"112.303","Meyers Leonard",20,25,5,1,23,"8.4"
"112.306","Slick Leonard",24,30,6,4,29,"16.1"
"112.309","Jim Les",25,31,6,5,27,"7.2"
"112.313","Travis Leslie",21,21,0,1,21,"1.4"
"112.316","Ronnie Lester",22,27,5,2,23,"11.6"
"112.319","Clifford Lett",24,25,1,2,25,"4.9"
"112.322","Jon Leuer",22,28,6,6,27,"10.2"
"112.325","Andrew Levane",28,32,4,5,29,"Did Not Play (other pro league—ABL)"
"112.328","Fat Lever",22,33,11,4,28,"Did Not Play (injury)"
"112.331","Caris LeVert",22,23,1,1,23,"12.1"
"112.334","Cliff Levingston",22,34,12,6,27,"Did Not Play (other pro league—Italy)"
"112.337","Bobby Lewis",22,25,3,2,24,"7.2"
"112.340","Cedric Lewis",26,26,0,1,26,"1.3"
"112.343","Freddie Lewis",28,29,1,4,28,"11.4"
"112.346","Freddie Lewis",23,33,10,6,31,"22.6"
"112.349","Grady Lewis",29,31,2,4,30,"7.1"
"112.352","Martin Lewis",20,21,1,1,20,"4.7"
"112.356","Mike Lewis",22,27,5,6,23,"16.2"
"112.359","Quincy Lewis",22,26,4,3,24,"Did Not Play"
"112.362","Ralph Lewis",24,26,2,3,26,"3.3"
"112.365","Rashard Lewis",19,34,15,5,27,"22.4"
"112.367","Reggie Lewis",22,27,5,1,26,"20.8"
"112.370","Marcus Liberty",22,25,3,3,23,"9.3"
"112.373","Todd Lichti",23,27,4,5,24,"14"
"112.376","Barry Liebowitz",22,22,0,4,22,"11.5"
"112.379","DeAndre Liggins",23,29,6,9,28,"Did Not Play"
"112.382","Bill Ligon",22,22,0,1,22,"3.3"
"112.385","Goose Ligon",23,29,6,4,23,"16.2"
"112.387","Damian Lillard",22,27,5,1,26,"27"
"112.390","Jeremy Lin",22,29,7,6,29,"18"
"112.393","Steve Lingenfelter",24,25,1,2,24,"1.1"
"112.397","Alton Lister",23,39,16,7,28,"Did Not Play (other pro league—Italy)"
"112.400","Samuel Little",23,23,0,1,23,"1.7"
"112.403","Gene Littles",26,31,5,2,26,"12.5"
"112.406","Randy Livingston",21,31,10,9,23,"12"
"112.409","Shaun Livingston",19,32,13,11,21,"Did Not Play (injury—knee)"
"112.411","Ron Livingstone",24,25,1,3,24,"9.6"
"112.414","Horacio Llamas Grey",23,24,1,1,24,"3"
"112.417","Bobby Lloyd",22,23,1,2,23,"9.9"
"112.420","Chuck Lloyd",23,23,0,1,23,"4.7"
"112.423","Earl Lloyd",22,31,9,4,26,"Did Not Play (military service—U.S. Army)"
"112.426","Lewis Lloyd",22,30,8,6,24,"Did Not Play (other pro league—CBA)"
"112.429","Scott Lloyd",24,30,6,7,28,"Did Not Play (other pro league—Italy)"
"112.432","Riney Lochmann",23,25,2,1,24,"4.9"
"112.435","Bob Lochmueller",25,25,0,1,25,"3.7"
"112.438","Rob Lock",22,22,0,1,22,"1.5"
"112.441","Darrell Lockhart",23,23,0,1,23,"2"
"112.444","Ian Lockhart",23,23,0,1,23,"4"
"112.447","Kevin Loder",22,24,2,3,22,"6.9"
"112.451","Don Lofgran",21,24,3,5,23,"7.4"
"112.454","Henry Logan",22,23,1,2,22,"12.5"
"112.457","John Logan",26,30,4,2,28,"14.1"
"112.460","Brad Lohaus",23,33,10,9,25,"10"
"112.463","Art Long",28,30,2,5,29,"4.5"
"112.466","Grant Long",22,36,14,7,25,"14.8"
"112.469","John Long",22,40,18,7,25,"Did Not Play (other pro league—CBA)"
"112.472","Paul Long",23,26,3,3,26,"4.5"
"112.475","Shawn Long",24,24,0,1,24,"8.2"
"112.478","Willie Long",21,23,2,2,23,"12.6"
"112.481","Luc Longley",23,32,9,5,29,"11.4"
"112.484","Kevon Looney",19,21,2,1,21,"4"
"112.487","Brook Lopez",20,29,9,3,25,"20.7"
"112.490","Felipe Lopez",24,27,3,4,24,"9.3"
"112.493","Raul Lopez",23,24,1,1,23,"7"
"112.495","Robin Lopez",20,29,9,5,29,"11.8"
"112.498","Ryan Lorthridge",22,22,0,1,22,"7.4"
"112.501","Jim Loscutoff",25,33,8,1,26,"10.6"
"112.504","Plummer Lott",22,23,1,1,22,"2.5"
"112.507","Kevin Loughery",22,32,10,4,28,"22.6"
"112.511","Bob Love",24,34,10,6,29,"25.8"
"112.514","Kevin Love",20,29,9,2,25,"26.1"
"112.517","Stan Love",22,25,3,4,22,"7.9"
"112.520","Clyde Lovellette",24,34,10,4,28,"23.4"
"112.523","Sidney Lowe",24,30,6,8,24,"Did Not Play (other pro league—CBA)"
"112.526","Charlie Lowery",22,22,0,1,22,"2.3"
"112.529","Kyle Lowry",20,31,11,4,30,"22.4"
"112.532","Al Lucas",26,26,0,1,26,"1"
"112.535","Jerry Lucas",23,33,10,4,25,"21.5"
"112.538","John Lucas",23,36,13,6,33,"17.5"
"112.541","Kalin Lucas",25,25,0,1,25,"0"
"112.544","Maurice Lucas",22,35,13,9,23,"20.4"
"112.547","John Lucas III",23,34,11,10,29,"Did Not Play (other pro league—Italy)"
"112.551","Ted Luckenbill",22,23,1,2,23,"3.1"
"112.554","Tyronn Lue",21,31,10,8,27,"13.5"
"112.557","Jim Luisi",25,25,0,1,25,"2.9"
"112.560","Al Lujack",26,26,0,1,26,"0.8"
"112.563","Phil Lumpkin",23,24,1,2,23,"4.2"
"112.566","Ray Lumpp",25,29,4,4,25,"13.5"
"112.569","Timothe Luwawu-Cabarrot",21,22,1,1,21,"6.4"
"112.571","Tyler Lydon",21,21,0,1,21,"0"
"112.574","Trey Lyles",20,22,2,2,22,"9.9"
"112.577","R.B. Lynam",NA,NA,NA,1,NA,"2.4"
"112.579","George Lynch",23,34,11,5,23,"9.6"
"112.582","Kevin Lynch",23,24,1,1,23,"4.1"
"112.585","Lonnie Lynn",26,26,0,3,26,"5.3"
"112.588","Mike Lynn",24,25,1,2,24,"2.7"
"119.36","Sheldon Mac",24,24,0,1,24,"3"
"119.39","Mike Macaluso",22,22,0,1,22,"1.6"
"119.42","Ed Macauley",21,30,9,3,22,"20.4"
"119.45","Todd MacCulloch",24,27,3,2,26,"9.7"
"119.48","Ronnie MacGilvray",24,24,0,1,24,"1.3"
"119.51","Scott Machado",22,22,0,1,22,"1.3"
"119.54","Arvydas Macijauskas",26,26,0,1,26,"2.3"
"119.56","Ollie Mack",22,24,2,4,23,"10.2"
"119.59","Sam Mack",22,31,9,8,28,"Did Not Play (other pro league—Venezuela)"
"119.64","Shelvin Mack",21,27,6,6,25,"12.7"
"119.67","Malcolm Mackey",23,23,0,1,23,"1.5"
"119.70","Rudy Macklin",23,25,2,2,23,"7"
"119.73","Vernon Macklin",25,25,0,1,25,"2"
"119.77","Johnny Macknowswki",27,28,1,1,27,"7.4"
"119.80","Don MacLean",23,31,8,7,24,"18.2"
"119.83","Mark Macon",22,29,7,4,22,"Did Not Play"
"119.86","Kyle Macy",23,29,6,3,24,"14.2"
"119.90","Jack Maddox",29,29,0,1,29,"0"
"119.93","Tito Maddox",21,21,0,1,21,"1.2"
"119.96","Gerald Madkins",24,28,4,4,28,"Did Not Play (other pro league—France)"
"119.99","Mark Madsen",25,33,8,2,28,"3.6"
"119.102","Norm Mager",24,24,0,1,24,"5.2"
"119.105","Josh Magette",28,28,0,1,28,"2.6"
"119.108","Corey Maggette",20,33,13,6,25,"22.2"
"119.111","Dave Magley",23,23,0,1,23,"0.9"
"119.114","Jamaal Magloire",22,33,11,9,25,"13.6"
"119.117","Randolph Mahaffey",22,25,3,4,23,"13.8"
"119.120","Ian Mahinmi",21,31,10,5,29,"Did Not Play"
"119.122","John Mahnken",24,30,6,8,26,"10"
"119.125","Brian Mahoney",24,24,0,1,24,"3.1"
"119.128","Mo Mahoney",25,26,1,2,25,"2"
"119.131","Rick Mahorn",22,40,18,5,23,"Did Not Play (other pro league—Italy)"
"119.134","Dan Majerle",23,36,13,3,26,"17.3"
"119.137","Renaldo Major",24,24,0,1,24,"5"
"119.141","Thon Maker",19,20,1,1,20,"4.8"
"119.143","Lionel Malamed",24,24,0,3,24,"6.5"
"119.146","Jeff Malone",22,34,12,5,28,"24.3"
"119.149","Karl Malone",22,40,18,2,26,"31"
"119.152","Moses Malone",19,39,20,10,26,"31.1"
"119.154","Matt Maloney",25,31,6,4,25,"Did Not Play (injury)"
"119.158","Steve Malovic",23,23,0,4,23,"2.6"
"119.162","Mike Maloy",21,23,2,2,21,"7.2"
"119.165","Ted Manakas",22,22,0,1,22,"2.4"
"119.168","John Mandic",29,30,1,4,29,"4.8"
"119.171","Frank Mangiapane",21,21,0,1,21,"0.8"
"119.174","Danny Manning",22,36,14,8,27,"23.7"
"119.177","Ed Manning",24,32,8,7,30,"8.3"
"119.180","Guy Manning",23,24,1,1,23,"9"
"119.183","Rich Manning",25,26,1,3,25,"3.7"
"119.187","Pace Mannion",23,28,5,7,25,"4.5"
"119.190","Nick Mantis",24,27,3,5,27,"Did Not Play (other pro league—ABL)"
"119.193","Pete Maravich",23,32,9,5,29,"31.1"
"119.196","Press Maravich",26,26,0,1,26,"4.6"
"119.199","Devyn Marble",22,23,1,1,22,"2.3"
"119.202","Roy Marble",23,27,4,3,23,"Did Not Play (other pro league—CBA)"
"119.205","Stephon Marbury",19,31,12,6,23,"23.9"
"119.208","Sarunas Marciulionis",25,32,7,5,27,"Did Not Play (injury)"
"119.210","Saul Mariaschin",23,23,0,1,23,"7.7"
"119.213","Jack Marin",22,32,10,5,27,"22.3"
"119.216","Shawn Marion",21,36,15,6,27,"21.8"
"119.219","Boban Marjanovic",27,29,2,4,29,"6.2"
"119.221","Lauri Markkanen",20,20,0,1,20,"15.2"
"119.224","Damir Markota",21,21,0,1,21,"1.7"
"119.226","Sean Marks",23,35,12,8,26,"Did Not Play (other pro league—Poland)"
"119.229","Harvey Marlatt",22,24,2,1,23,"5"
"119.232","Jim Marsh",25,25,0,1,25,"3.1"
"119.235","Ricky Marsh",23,23,0,1,23,"4.5"
"119.238","Donny Marshall",23,30,7,4,24,"Did Not Play (other pro league—CBA, Greece)"
"119.241","Donyell Marshall",21,35,14,9,30,"16.2"
"119.244","Kendall Marshall",21,24,3,4,22,"8"
"119.247","Rawle Marshall",23,24,1,2,23,"3.1"
"119.251","Tom Marshall",24,28,4,5,24,"Did Not Play (military service)"
"119.254","Vester Marshall",25,25,0,1,25,"1.3"
"119.257","Bill Martin",23,25,2,3,23,"5"
"119.260","Bob Martin",24,25,1,1,24,"2.1"
"119.263","Brian Martin",23,23,0,3,23,"0.8"
"119.266","Cartier Martin",24,30,6,7,27,"9.3"
"119.269","Cuonzo Martin",24,25,1,2,24,"2.3"
"119.272","Darrick Martin",23,36,13,8,25,"Did Not Play (other pro league—Italy, Russia)"
"119.275","Dino Martin",26,27,1,1,26,"12.2"
"119.278","Don Martin",26,28,2,3,26,"3.5"
"119.281","Fernando Martin",24,24,0,1,24,"0.9"
"119.283","Jarell Martin",21,23,2,1,23,"7.7"
"119.286","Jeff Martin",23,24,1,1,24,"7.1"
"119.289","Kenyon Martin",23,37,14,5,25,"16.7"
"119.292","Kevin Martin",21,32,11,6,25,"24.6"
"119.295","LaRue Martin",22,25,3,1,24,"7"
"119.298","Maurice Martin",22,23,1,1,22,"3.4"
"119.301","Phil Martin",26,26,0,1,26,"1.7"
"119.304","Slater Martin",24,34,10,4,29,"13.6"
"119.307","Whitey Martin",22,22,0,1,22,"3.4"
"119.310","Jamal Mashburn",21,31,10,5,22,"24.1"
"119.313","Al Masino",24,25,1,4,24,"5.5"
"119.316","Anthony Mason",23,36,13,7,30,"Did Not Play (injury)"
"119.319","Desmond Mason",23,32,9,6,27,"17.2"
"119.322","Frank Mason",23,23,0,1,23,"7.9"
"119.325","Roger Mason",22,33,11,10,28,"Did Not Play (other pro league—Israel)"
"119.328","Tony Massenburg",23,37,14,15,31,"Did Not Play (other pro league—Spain)"
"119.331","Eddie Mast",22,24,2,2,24,"2.8"
"119.334","Mangok Mathiang",25,25,0,1,25,"2"
"119.337","Johnny Mathis",24,24,0,1,24,"3.4"
"119.340","Wes Matthews",21,30,9,8,21,"Did Not Play (other pro league—CBA)"
"119.343","Wesley Matthews",23,31,8,3,27,"16.4"
"119.346","Ariel Maughan",23,27,4,5,25,"10.8"
"119.349","Marlon Maxey",23,24,1,1,23,"5.4"
"119.353","Jason Maxiell",22,31,9,3,24,"7.9"
"119.356","Cedric Maxwell",22,32,10,4,23,"19"
"119.359","Vernon Maxwell",23,35,12,9,26,"17.2"
"119.362","Don May",23,29,6,6,25,"20.2"
"119.365","Scott May",22,28,6,3,22,"14.6"
"119.368","Sean May",21,25,4,3,22,"Did Not Play"
"119.371","Lee Mayberry",22,28,6,2,24,"5.8"
"119.374","Clyde Mayes",22,23,1,5,22,"4.4"
"119.377","Tharon Mayes",23,23,0,3,23,"4.3"
"119.380","Bill Mayfield",23,23,0,1,23,"2.4"
"119.383","Ken Mayfield",27,27,0,1,27,"2.8"
"119.386","Eric Maynor",22,26,4,6,25,"6.9"
"119.389","O.J. Mayo",21,28,7,3,21,"18.5"
"119.392","Travis Mays",22,24,2,2,22,"14.3"
"119.395","Matt Mazza",26,26,0,1,26,"3.8"
"119.398","Luc Mbah a Moute",22,31,9,7,28,"9.9"
"119.401","Bob McAdoo",21,34,13,8,23,"34.5"
"119.404","James Michael McAdoo",22,25,3,2,22,"4.1"
"119.407","Ken McBride",NA,NA,NA,1,NA,"9.8"
"119.409","Ray McCallum",22,24,2,4,23,"7.4"
"119.412","Bob McCann",25,33,8,7,28,"Did Not Play (other pro league—France)"
"119.416","Brendan McCann",22,24,2,1,22,"1.9"
"119.419","Mel McCants",22,22,0,1,22,"1.7"
"119.422","Rashad McCants",21,24,3,3,23,"14.9"
"119.425","Mike McCarron",24,27,3,6,24,"Did Not Play (other pro league—PBLA, ABL)"
"119.428","Andre McCarter",23,27,4,3,23,"Did Not Play (other pro league—CBA)"
"119.431","Willie McCarter",23,25,2,2,23,"7.7"
"119.434","Johnny McCarthy",22,29,7,6,24,"Did Not Play (other pro league—ABL)"
"119.437","Howie McCarty",NA,NA,NA,1,NA,"1.1"
"119.439","Kelly McCarty",23,23,0,1,23,"2"
"119.442","Walter McCarty",22,31,9,5,23,"9.6"
"119.445","Amal McCaskill",23,30,7,8,28,"Did Not Play (other pro league—Spain)"
"119.448","Patrick McCaw",21,22,1,1,21,"4"
"119.451","Dwayne McClain",22,22,0,1,22,"3.5"
"119.454","Ted McClain",25,32,7,8,27,"13.1"
"119.457","Dan McClintock",23,23,0,1,23,"3"
"119.460","Jack McCloskey",27,27,0,1,27,"6"
"119.463","George McCloud",22,34,12,7,28,"Did Not Play (other pro league—Italy)"
"119.466","CJ McCollum",22,26,4,1,25,"23"
"119.469","John McConathy",21,21,0,1,21,"1.3"
"119.472","Bucky McConnell",24,24,0,1,24,"4.9"
"119.475","T.J. McConnell",23,25,2,1,24,"6.9"
"119.479","Keith McCord",23,23,0,1,23,"2"
"119.483","Tim McCormick",22,29,7,7,25,"14.1"
"119.486","Jelani McCoy",21,30,9,8,25,"Did Not Play (other pro league—Spain)"
"119.489","Paul McCracken",22,26,4,3,26,"Did Not Play"
"119.492","Chris McCray",22,22,0,1,22,"0"
"119.495","Rodney McCray",22,31,9,4,28,"16.6"
"119.498","Scooter McCray",23,26,3,3,26,"Did Not Play (other pro league—France)"
"119.501","Erik McCree",24,24,0,1,24,"0"
"119.504","Chris McCullough",20,22,2,3,20,"4.7"
"119.507","John McCullough",25,25,0,1,25,"2.6"
"119.510","Clint McDaniel",23,23,0,1,23,"2.5"
"119.513","Xavier McDaniel",22,34,12,7,23,"Did Not Play (other pro league—Greece)"
"119.516","Jim McDaniels",23,29,6,7,23,"Did Not Play"
"119.519","K.J. McDaniels",21,23,2,4,21,"9.2"
"119.522","Doug McDermott",23,26,3,5,25,"10.2"
"119.525","Ben McDonald",23,26,3,2,25,"7.6"
"119.528","Glenn McDonald",22,24,2,2,23,"5.6"
"119.531","Michael McDonald",28,28,0,1,28,"0"
"119.535","Roderick McDonald",25,27,2,1,25,"4"
"119.538","Hank McDowell",22,27,5,6,24,"3.6"
"119.541","Antonio McDyess",21,36,15,7,24,"Did Not Play (injury—knee)"
"119.544","Jim McElroy",22,28,6,4,25,"16.9"
"119.547","Patrick McFarland",22,24,2,3,24,"12"
"119.550","Ivan McFarlin",24,24,0,1,24,"1.4"
"119.553","Mel McGaha",22,22,0,1,22,"3.5"
"119.556","Mitch McGary",22,23,1,1,22,"6.3"
"119.559","JaVale McGee",21,30,9,6,24,"11.9"
"119.562","Mike McGee",22,30,8,6,28,"14.2"
"119.565","Bill McGill",23,30,7,11,24,"Did Not Play"
"119.568","George McGinnis",21,31,10,5,24,"29.8"
"119.571","Jon McGlocklin",22,32,10,3,25,"19.6"
"119.574","Tracy McGrady",18,32,14,7,23,"32.1"
"119.576","Gil McGregor",22,22,0,1,22,"4.1"
"119.579","Elton McGriff",25,26,1,4,26,"7.3"
"119.582","Rodney McGruder",25,26,1,1,25,"6.4"
"119.585","Alfred McGuire",23,26,3,2,24,"6.1"
"119.588","Allie McGuire",22,22,0,1,22,"2"
"119.591","Dick McGuire",24,34,10,2,26,"9.2"
"119.594","Dominic McGuire",22,27,5,8,23,"4.5"
"119.598","Kevin McHale",23,35,12,1,29,"26.1"
"119.601","Maurice McHartley",25,27,2,5,25,"15.3"
"119.604","Jim McIlvaine",22,28,6,3,24,"3.8"
"119.607","Jeff McInnis",22,33,11,9,27,"Did Not Play (other pro league—CBA)"
"119.610","Kenny McIntosh",23,26,3,3,25,"7.4"
"119.613","Bob McIntyre",24,26,2,3,24,"Did Not Play"
"119.616","Jerry McKee",23,23,0,1,23,"0"
"119.619","Kevin McKenna",23,29,6,5,28,"Did Not Play (other pro league—CBA)"
"119.622","Forrest McKenzie",23,23,0,1,23,"2.8"
"119.625","Stan McKenzie",23,29,6,5,27,"13.8"
"119.628","Derrick McKey",21,35,14,3,22,"15.9"
"119.631","Aaron McKie",22,34,12,5,29,"12.2"
"119.634","Billy McKinney",23,30,7,7,26,"Did Not Play"
"119.637","Bones McKinney",28,33,5,3,30,"12.7"
"119.640","Carlton McKinney",25,27,2,3,25,"Did Not Play (other pro league—Italy)"
"119.644","Trey McKinney-Jones",27,27,0,1,27,"0"
"119.647","Alfonzo McKinnie",25,25,0,1,25,"1.5"
"119.650","Ben McLemore",20,24,4,2,21,"12.1"
"119.653","McCoy McLemore",22,29,7,8,25,"12.7"
"119.656","George McLeod",22,22,0,1,22,"1.2"
